id,date,latitude,longitude,timestamp,temp,feels_like,humidity,pressure,wind_speed,wind_deg,wind_gust,clouds_all,rain_1h,snow_1h,elevation,errors
1,15-01-2010,27.8453,-97.7797,1263535200,15.9,15.97,93,1012,8.2,70,12.9,100,2.4,0,29,[]
2,15-01-2010,28.22,-97.32,1263535200,15.53,15.62,95,1014,6.84,81,0,100,6.45,0,17,[]
3,15-01-2010,27.92,-97.14,1263535200,16.79,16.95,93,1013,9.8,80,14.9,100,7.39,0,7,[]
4,15-01-2010,28.7345,-96.2115,1263535200,15.82,15.89,93,1015,5.1,60,0,100,5.1,0,7,[]
5,15-01-2010,28.18,-97.77,1263535200,15.3,15.31,93,1014,5.7,70,8.2,100,3.72,0,53,[]
6,15-01-2010,27.7039,-98.0729,1263535200,15.76,15.9,96,1012,7.7,80,10.8,100,1.51,0,59,[]
7,15-01-2010,28.0611,-97.8147,1263535200,15.4,15.5,96,1013,4.49,66,0,100,3.12,0,39,[]
8,15-01-2010,28.5055,-96.6506,1263535200,15.07,15.01,91,1015,8.8,80,0,100,4.03,0,5,[]
9,28-01-2010,31.809,-102.4344,1264658400,12.57,12.39,96,1016,4.6,100,0,100,0.58,0,898,[]
10,28-01-2010,31.8855,-102.3758,1264658400,12.54,12.33,95,1016,5.7,110,0,100,0.17,0,895,[]
11,28-01-2010,31.9964,-102.1019,1264658400,12.85,12.49,88,1016,5.7,110,0,100,0.23,0,856,[]
12,28-01-2010,32.5162,-99.6433,1264658400,14.12,13.81,85,1019,4.69,127,0,100,0.35,0,530,[]
13,28-01-2010,32.7511,-98.9231,1264658400,14.03,13.76,87,1020,3.1,110,0,100,0.26,0,380,[]
14,28-01-2010,31.0565,-98.1852,1264658400,15.58,15.33,82,1020,3.1,120,0,100,0,0,316,[]
15,28-01-2010,31.4925,-97.9484,1264658400,14.79,14.6,87,1021,0,0,0,100,0,0,308,[]
16,28-01-2010,31.4581,-98.178,1264658400,14.67,14.36,83,1020,5.38,135,0,100,0,0,432,[]
17,29-01-2010,31.4581,-98.178,1264744800,12.93,12.86,99,1015,5.52,2,0,100,6.14,0,432,[]
18,28-01-2010,31.4732,-98.2164,1264658400,14.82,14.52,83,1020,5.38,135,0,100,0,0,396,[]
19,29-01-2010,31.4732,-98.2164,1264744800,13.08,13.03,99,1015,5.52,2,0,100,6.14,0,396,[]
20,29-01-2010,32.8084,-96.5005,1264744800,9.07,5.8,94,1016,6.82,72,0,100,0.44,0,135,[]
21,29-01-2010,33.3455,-96.2857,1264744800,4.61,-0.16,90,1017,7.48,85,0,100,1.39,0,200,[]
22,03-02-2010,28.0309,-98.1033,1265176800,11.36,11.03,95,1017,5.91,75,0,100,0.56,0,95,[]
23,03-02-2010,28.3462,-97.8291,1265176800,11.42,11.05,93,1018,6.7,80,8.7,100,0.69,0,66,[]
24,04-02-2010,29.7378,-98.4942,1265263200,9.06,6.56,99,1012,4.65,53,0,100,1.45,0,343,[]
25,04-02-2010,33.2767,-95.7316,1265263200,5.42,2.32,90,1019,4.1,70,0,100,0.68,0,143,[]
26,04-02-2010,33.1438,-95.4897,1265263200,5.31,2.18,90,1019,4.1,70,0,100,0.74,0,140,[]
27,05-02-2010,33.1438,-95.4897,1265349600,5.69,3.64,95,1013,2.6,340,0,100,0.57,0,140,[]
28,24-03-2010,32.8095,-98.0663,1269406800,17.39,16.93,67,1010,4.6,140,0,0,0,0,271,[]
29,12-04-2010,26.9111,-99.2651,1271048400,21.91,22.32,83,1018,7.2,110,9.8,100,1.66,0,116,[]
30,12-04-2010,27.384,-98.1776,1271048400,20.95,21.56,94,1019,4.41,99,0,100,0,0,59,[]
31,12-04-2010,31.92,-104.85,1271048400,9.83,5.63,61,1016,11.8,50,0,0,0,0,2411,[]
32,14-04-2010,31.4311,-106.1362,1271221200,20.43,19.81,49,1009,3.72,165,0,76,0,0,1088,[]
33,14-04-2010,29.13,-103.52,1271221200,22.05,21.77,56,1012,4.62,128,0,66,0,0,648,[]
34,15-04-2010,32.0173,-102.0005,1271307600,16.24,16.35,93,1018,4.6,120,0,100,0.59,0,843,[]
35,15-04-2010,28.5671,-99.8407,1271307600,20.91,21.46,92,1017,5.85,110,0,100,0.11,0,168,[]
36,15-04-2010,29.3469,-98.8244,1271307600,19.46,20.07,100,1019,4.1,110,8.7,100,0,0,230,[]
37,15-04-2010,27.6209,-98.6833,1271307600,20.74,21.32,94,1017,7.52,107,0,100,0,0,233,[]
38,15-04-2010,29.63,-99.52,1271307600,18.4,18.88,99,1019,5.19,110,0,100,0.11,0,426,[]
39,15-04-2010,29.71,-99.54,1271307600,18.11,18.56,99,1019,5.19,110,0,100,0.11,0,482,[]
40,15-04-2010,30.07,-99.42,1271307600,17.21,17.57,99,1019,5.72,115,0,100,0,0,624,[]
41,15-04-2010,30.0609,-99.398,1271307600,17.5,17.89,99,1019,5.72,115,0,100,0,0,560,[]
42,15-04-2010,30.06,-99.35,1271307600,17.38,17.76,99,1019,5.29,114,0,100,0,0,603,[]
43,16-04-2010,28.6076,-98.5748,1271394000,21,21.51,90,1019,5.59,115,0,97,0,0,90,[]
44,16-04-2010,28.5032,-98.2349,1271394000,20.78,21.29,91,1019,5.49,116,0,81,0,0,77,[]
45,16-04-2010,28.5007,-97.9115,1271394000,20.37,20.84,91,1019,5.39,117,0,82,0,0,123,[]
46,16-04-2010,29.38,-100.9,1271394000,19.96,20.36,90,1018,8.2,110,0,100,0.95,0,321,[]
47,16-04-2010,29.38,-100.9,1271394000,19.96,20.36,90,1018,8.2,110,0,100,0.95,0,321,[]
48,16-04-2010,28.41,-98.02,1271394000,20.79,21.3,91,1019,5.39,117,0,82,0,0,89,[]
49,16-04-2010,28.92,-99.09,1271394000,20.44,20.94,92,1019,5.81,119,0,100,0,0,194,[]
50,16-04-2010,33.6032,-101.89,1271394000,14.03,13.92,93,1021,3.6,40,0,100,1.3,0,985,[]
51,17-04-2010,33.6032,-101.89,1271480400,9.65,6.3,86,1021,7.7,20,11.3,100,0.8,0,985,[]
52,18-04-2010,33.6032,-101.89,1271566800,9.78,8.5,86,1020,2.6,20,0,100,0,0,985,[]
53,16-04-2010,34.1118,-101.8378,1271394000,13.51,13.42,96,1021,0,0,0,40,1.76,0,1046,[]
54,17-04-2010,34.1118,-101.8378,1271480400,8.54,4.86,97,1022,7.69,25,0,100,0.27,0,1046,[]
55,18-04-2010,34.1118,-101.8378,1271566800,9.08,7.35,88,1020,3.1,50,0,100,0,0,1046,[]
56,16-04-2010,33.9365,-101.4175,1271394000,14.01,13.97,96,1021,2.29,77,0,100,1.64,0,976,[]
57,17-04-2010,33.9365,-101.4175,1271480400,9.4,5.91,97,1022,7.92,24,0,100,0.24,0,976,[]
58,18-04-2010,33.9365,-101.4175,1271566800,9.55,7.6,86,1020,3.68,20,0,99,0,0,976,[]
59,16-04-2010,34.1,-100.88,1271394000,15.18,15.21,94,1021,2.95,78,0,100,1.96,0,730,[]
60,17-04-2010,34.1,-100.88,1271480400,10.41,10.04,97,1021,8.28,22,0,100,0.29,0,730,[]
61,18-04-2010,34.1,-100.88,1271566800,10.4,9.87,91,1019,4.78,12,0,100,0,0,730,[]
62,16-04-2010,34.6219,-100.7858,1271394000,15.74,15.8,93,1021,1.98,86,0,100,1.43,0,615,[]
63,17-04-2010,34.6219,-100.7858,1271480400,10.56,10.1,93,1022,6.01,23,0,100,0.49,0,615,[]
64,18-04-2010,34.6219,-100.7858,1271566800,11.11,10.7,93,1019,2.98,12,0,100,0,0,615,[]
65,16-04-2010,34.5609,-100.3134,1271394000,16.71,16.84,92,1021,2.1,70,0,100,1.25,0,519,[]
66,17-04-2010,34.5609,-100.3134,1271480400,11.18,10.65,88,1022,6.2,40,11.3,100,0.38,0,519,[]
67,18-04-2010,34.5609,-100.3134,1271566800,11.26,10.74,88,1019,4.6,10,0,100,0,0,519,[]
68,16-04-2010,28.1479,-97.962,1271394000,21.13,21.67,91,1019,5.6,117,0,80,0,0,38,[]
69,16-04-2010,27.4154,-98.4344,1271394000,21.44,22.02,91,1019,5.16,110,0,99,0,0,116,[]
70,16-04-2010,27.99,-97.97,1271394000,21.31,21.82,89,1019,5.56,117,0,86,0,0,66,[]
71,16-04-2010,27.9635,-98.072,1271394000,21.26,21.77,89,1019,5.56,117,0,86,0,0,87,[]
72,16-04-2010,28.0979,-97.9615,1271394000,21.08,21.57,89,1019,5.56,117,0,86,0,0,53,[]
73,16-04-2010,28.02,-98.1,1271394000,20.9,21.37,89,1019,5.56,117,0,86,0,0,102,[]
74,16-04-2010,28.122,-97.5431,1271394000,21.19,21.69,89,1019,5.22,115,0,76,0,0,28,[]
75,16-04-2010,28.787,-96.9598,1271394000,20.43,20.77,86,1020,4.6,110,0,100,0,0,27,[]
76,16-04-2010,27.8327,-97.7388,1271394000,21.56,22.12,90,1019,5.7,100,0,100,0,0,29,[]
77,16-04-2010,26.1977,-97.6937,1271394000,22.15,23.03,100,1018,4.1,100,0,100,0,0,15,[]
78,16-04-2010,28.0578,-97.6122,1271394000,21.19,21.69,89,1019,5.22,115,0,76,0,0,29,[]
79,16-04-2010,29.6806,-97.6161,1271394000,20.03,20.39,88,1020,4.76,121,0,94,0,0,124,[]
80,16-04-2010,29.89,-97.48,1271394000,19.51,19.84,89,1021,4.47,123,0,92,0,0,171,[]
81,17-04-2010,33.1748,-99.181,1271480400,16.26,16.27,89,1017,6.03,62,0,100,1.67,0,404,[]
82,17-04-2010,28.4515,-98.3196,1271480400,21.08,21.75,96,1016,3.23,124,0,100,0,0,72,[]
83,17-04-2010,29.5117,-98.4437,1271480400,19.59,20.03,93,1016,3.6,120,0,100,0.38,0,225,[]
84,17-04-2010,29.6078,-98.491,1271480400,19.1,19.49,93,1016,3.6,120,0,100,0.38,0,295,[]
85,17-04-2010,29.6535,-98.4691,1271480400,18.9,19.27,93,1017,3.6,120,0,100,0.45,0,324,[]
86,17-04-2010,29.414,-98.6577,1271480400,19.58,20.02,93,1016,3.1,140,0,100,0.55,0,239,[]
87,17-04-2010,32.5536,-97.6192,1271480400,17.72,17.85,88,1017,2.92,116,0,100,3.57,0,292,[]
88,17-04-2010,29.11,-98.44,1271480400,20.13,20.5,88,1016,2.6,100,0,75,0,0,162,[]
89,17-04-2010,28.4489,-98.3102,1271480400,21.09,21.76,96,1016,3.23,124,0,100,0,0,73,[]
90,17-04-2010,27.91,-97.77,1271480400,21.07,21.71,95,1016,3.1,100,0,75,0,0,9,[]
91,17-04-2010,29.4945,-98.8776,1271480400,19.61,20.05,93,1016,3.1,130,0,100,0.44,0,286,[]
92,17-04-2010,27.7219,-98.0574,1271480400,20.64,21.27,96,1016,3.6,110,0,100,0,0,59,[]
93,17-04-2010,32.9637,-97.6416,1271480400,17.72,17.79,86,1018,3.03,86,0,98,1.76,0,248,[]
94,17-04-2010,26.2454,-98.3208,1271480400,22.14,22.58,83,1015,1.5,120,0,75,0,0,45,[]
95,17-04-2010,28.75,-99.14,1271480400,20.88,21.5,95,1016,3.32,122,0,100,0,0,148,[]
96,17-04-2010,29.1135,-98.4351,1271480400,20.14,20.51,88,1016,2.6,100,0,75,0,0,158,[]
97,17-04-2010,33.4002,-98.4234,1271480400,17.41,17.5,88,1018,5.56,53,0,100,0.69,0,319,[]
98,18-04-2010,33.4002,-98.4234,1271566800,13.69,13.62,96,1016,5.37,35,0,100,5.02,0,319,[]
99,19-04-2010,33.4002,-98.4234,1271653200,11.11,10.44,83,1020,3.27,40,0,100,0,0,319,[]
100,18-04-2010,27.7916,-97.7794,1271566800,19.33,19.8,95,1014,1.59,119,0,27,0,0,24,[]
101,19-04-2010,27.7563,-97.7819,1271653200,18.71,18.93,88,1015,2.1,60,0,0,0,0,22,[]
102,20-04-2010,27.7563,-97.7819,1271739600,17.75,17.75,83,1017,2.6,10,0,0,0,0,22,[]
103,22-04-2010,33.28,-101.8762,1271912400,18.07,17.94,77,1004,7.59,175,0,14,0,0,976,[]
104,23-04-2010,33.28,-101.8762,1271998800,13.47,12.67,69,1003,6.72,285,0,91,0,0,976,[]
105,14-05-2010,29.36,-98.87,1273813200,24.61,25.42,88,1016,4.1,130,8.2,100,0.26,0,243,[]
106,14-05-2010,29.4176,-99.1111,1273813200,24.39,25,81,1016,4.1,130,0,100,2.88,0,277,[]
107,14-05-2010,29.6141,-98.9075,1273813200,21.42,22.02,92,1016,4.78,109,0,100,2.88,0,393,[]
108,14-05-2010,29.4062,-98.9017,1273813200,24.53,25.34,88,1016,4.1,130,8.2,100,2.88,0,245,[]
109,14-05-2010,33.3833,-98.7726,1273813200,15.66,15.66,91,1019,2.74,51,0,58,0.15,0,374,[]
110,14-05-2010,33.4023,-98.8158,1273813200,15.64,15.64,91,1019,2.74,51,0,58,0.15,0,375,[]
111,14-05-2010,33.5695,-97.8683,1273813200,15.21,15.4,100,1019,2.6,30,0,100,0,0,329,[]
112,14-05-2010,33.0387,-98.4018,1273813200,16.34,16.43,92,1018,2.63,60,0,93,0,0,340,[]
113,14-05-2010,32.8248,-98.1302,1273813200,18.92,19.3,93,1018,5.7,60,14.4,100,7.6,0,294,[]
114,14-05-2010,33.3003,-97.806,1273813200,15.83,15.92,94,1019,1.94,54,0,100,0,0,291,[]
115,14-05-2010,33.0591,-97.5469,1273813200,17.88,18,87,1018,1.28,34,0,100,0,0,213,[]
116,14-05-2010,29.5359,-98.3022,1273813200,24.68,25.37,83,1017,5.1,140,0,100,0.33,0,233,[]
117,14-05-2010,32.0302,-102.1742,1273813200,16.81,16.66,81,1016,6.2,60,0,0,0,0,874,[]
118,14-05-2010,33.4295,-96.1743,1273813200,20.01,20.26,84,1019,3.29,20,0,73,0.27,0,216,[]
119,14-05-2010,33.6055,-96.1946,1273813200,18.55,18.65,84,1019,3.29,20,0,73,0.27,0,193,[]
120,14-05-2010,32.123,-96.5094,1273813200,23.43,23.94,81,1016,2.6,130,0,0,0,0,140,[]
121,14-05-2010,29.338,-99.0301,1273813200,24.4,25.09,84,1016,4.1,130,0,100,0.25,0,269,[]
122,14-05-2010,28.45,-98.47,1273813200,26.71,29.34,83,1016,4.03,28,0,100,0,0,94,[]
123,14-05-2010,33.4376,-95.929,1273813200,21.11,21.42,82,1018,3.22,12,0,74,0.25,0,185,[]
124,14-05-2010,32.254,-101.4737,1273813200,16.87,16.99,91,1017,5.08,71,0,20,0,0,740,[]
125,14-05-2010,31.6917,-96.4991,1273813200,23.82,24.27,77,1016,5.74,153,0,98,0,0,162,[]
126,14-05-2010,29.32,-98.81,1273813200,24.76,25.59,88,1016,4.1,130,8.2,100,0.26,0,217,[]
127,14-05-2010,29.5666,-95.8262,1273813200,24.58,25.29,84,1018,3.6,130,0,40,0,0,33,[]
128,14-05-2010,33.6508,-97.8873,1273813200,15.38,15.58,100,1019,2.6,30,0,100,0.16,0,297,[]
129,14-05-2010,29.8545,-95.4091,1273813200,24.68,25.45,86,1018,5.7,120,0,75,0,0,27,[]
130,15-05-2010,29.8545,-95.4091,1273899600,21.32,22.01,96,1017,8.2,120,0,100,1.23,0,27,[]
131,14-05-2010,27.3529,-98.673,1273813200,26.39,26.39,85,1013,7.7,110,11.3,100,0,0,176,[]
132,14-05-2010,29.2583,-94.8532,1273813200,24.64,25.59,93,1018,8.2,100,0,75,0,0,4,[]
133,15-05-2010,29.6937,-98.1508,1273899600,20.12,20.8,100,1016,2.6,130,0,75,0,0,196,[]
134,15-05-2010,29.5069,-98.4833,1273899600,19.82,20.18,89,1016,2.6,30,0,100,0,0,230,[]
135,15-05-2010,29.87,-97.68,1273899600,20.44,20.84,88,1016,3.1,30,0,75,0,0,165,[]
136,15-05-2010,29.36,-99.05,1273899600,19.58,19.94,90,1015,5.7,40,0,100,0,0,256,[]
137,15-05-2010,29.91,-96.88,1273899600,21.42,21.92,88,1017,0,0,0,0,0,0,86,[]
138,15-05-2010,28.8934,-97.1995,1273899600,21.63,22.25,92,1016,4.69,130,0,94,0,0,65,[]
139,15-05-2010,27.5473,-97.8937,1273899600,24.53,25.23,84,1015,6.7,140,10.8,0,0.3,0,24,[]
140,16-05-2010,29.9789,-101.2074,1273986000,22.94,23.4,81,1014,4.68,123,0,32,0,0,559,[]
141,16-05-2010,30.06,-101.22,1273986000,22.44,22.85,81,1014,4.68,123,0,32,0,0,553,[]
142,16-05-2010,29.37,-100.91,1273986000,24.44,24.85,73,1014,6.7,110,0,0,0,0,304,[]
143,16-05-2010,27.6027,-99.5121,1273986000,26.82,28.27,66,1014,5.7,100,0,100,0,0,147,[]
144,17-05-2010,31.4556,-100.2872,1274072400,20.82,21.15,84,1015,2.68,125,0,16,0.12,0,557,[]
145,17-05-2010,32.6596,-97.0343,1274072400,22.39,22.67,76,1015,2.1,250,0,0,0,0,167,[]
146,17-05-2010,30.26,-98.16,1274072400,21.37,21.94,91,1015,1.96,124,0,38,0,0,369,[]
147,18-05-2010,26.2239,-98.3561,1274158800,26.71,29.03,79,1013,4.6,130,0,0,0,0,45,[]
148,24-05-2010,30.7019,-99.1159,1274677200,25.23,25.95,82,1011,7.53,151,0,95,0,0,412,[]
149,24-05-2010,29.3987,-100.8672,1274677200,27.73,30.64,74,1008,10.3,110,14.9,75,0,0,304,[]
150,24-05-2010,35.2,-101.83,1274677200,22.29,22.35,68,1005,11.3,150,15.4,75,0,0,1121,[]
151,25-05-2010,35.2,-101.83,1274763600,20.31,20.67,87,1010,14.4,130,20.6,40,0,0,1121,[]
152,25-05-2010,30.0048,-100.1941,1274763600,21.68,22.36,94,1011,2.6,100,0,100,1.5,0,730,[]
153,25-05-2010,29.38,-100.9,1274763600,22.69,23.47,94,1010,8.8,30,12.4,100,0,0,321,[]
154,25-05-2010,30.96,-99.2,1274763600,23.7,24.16,78,1012,4.92,150,0,100,0,0,488,[]
155,25-05-2010,27.3712,-98.1347,1274763600,25.88,26.69,83,1010,3.6,100,0,40,0,0,54,[]
156,25-05-2010,27.21,-98.14,1274763600,26.19,26.19,83,1010,3.6,100,0,40,0,0,35,[]
157,25-05-2010,31.7037,-98.6902,1274763600,24.4,24.67,68,1012,5.05,154,0,48,0,0,514,[]
158,02-06-2010,27.5613,-99.5094,1275454800,28.86,33.55,76,1009,6.7,140,0,0,0,0,132,[]
159,07-06-2010,26.1629,-98.0544,1275886800,28.42,34.3,86,1012,2.1,140,0,0,0,0,32,[]
160,08-06-2010,29.51,-98.45,1275973200,26.91,29.45,79,1014,4.6,170,0,100,0,0,244,[]
161,08-06-2010,29.07,-98.37,1275973200,27.03,30.2,84,1014,2.83,148,0,43,0,0,155,[]
162,09-06-2010,29.2121,-98.2528,1276059600,25.72,26.7,90,1014,1.5,160,0,98,4.28,0,125,[]
163,09-06-2010,29.14,-98.44,1276059600,25.47,26.55,95,1014,1.65,130,0,99,5.74,0,166,[]
164,09-06-2010,29.7734,-98.1471,1276059600,24.06,24.98,94,1014,3.6,140,0,100,4.07,0,276,[]
165,09-06-2010,30.3597,-97.749,1276059600,23.87,24.58,87,1014,2.6,140,0,100,0.21,0,241,[]
166,09-06-2010,29.99,-97.87,1276059600,24.33,25.27,94,1014,4.6,150,0,100,0.15,0,212,[]
167,09-06-2010,29.9883,-98.134,1276059600,23.85,24.75,94,1014,2.58,165,0,100,1.38,0,301,[]
168,09-06-2010,30.6297,-97.5775,1276059600,23.86,24.47,83,1014,1.5,140,0,47,0,0,201,[]
169,09-06-2010,29.6335,-98.2207,1276059600,24.77,25.76,94,1014,3.6,120,0,100,4.07,0,235,[]
170,09-06-2010,29.7,-98.2,1276059600,24.53,25.49,94,1014,3.6,140,0,100,4.07,0,272,[]
171,09-06-2010,29.692,-98.1065,1276059600,25.04,26.05,94,1014,3.6,140,0,100,0.3,0,178,[]
172,09-06-2010,29.6942,-98.0928,1276059600,24.95,25.96,94,1014,3.6,140,0,100,0.3,0,196,[]
173,09-06-2010,29.6749,-98.0997,1276059600,24.98,25.99,94,1014,3.6,140,0,100,0.3,0,195,[]
174,09-06-2010,30.16,-97.34,1276059600,25.02,25.82,86,1014,2.72,145,0,55,0,0,131,[]
175,09-06-2010,30.4795,-96.2105,1276059600,24.64,25.35,84,1014,2.1,120,0,0,0,0,93,[]
176,09-06-2010,30.6714,-96.3747,1276059600,24.13,24.77,83,1014,2.1,120,0,0,0,0,113,[]
177,09-06-2010,30.523,-96.203,1276059600,24.51,25.21,84,1014,2.1,120,0,0,0,0,75,[]
178,09-06-2010,30.73,-96.07,1276059600,24.41,25.36,94,1014,2.57,139,0,34,0,0,97,[]
179,09-06-2010,30.4469,-96.8582,1276059600,24.97,25.77,86,1014,2.6,144,0,66,0,0,114,[]
180,09-06-2010,30.5956,-96.3246,1276059600,24.25,24.9,83,1014,2.1,120,0,0,0,0,91,[]
181,09-06-2010,30.5838,-96.3081,1276059600,24.25,24.9,83,1014,2.1,120,0,0,0,0,93,[]
182,09-06-2010,30.7555,-96.6941,1276059600,23.68,24.51,92,1014,0,0,0,0,0,0,119,[]
183,09-06-2010,30.6075,-96.3012,1276059600,24.31,24.96,83,1014,2.1,120,0,0,0,0,82,[]
184,09-06-2010,30.5995,-96.3108,1276059600,24.3,24.95,83,1014,2.1,120,0,0,0,0,87,[]
185,09-06-2010,30.8587,-96.6371,1276059600,23.74,24.57,92,1014,0,0,0,0,0,0,84,[]
186,09-06-2010,31.5745,-97.4089,1276059600,23.63,24.35,88,1014,4.1,140,0,20,0,0,219,[]
187,09-06-2010,31.5153,-96.5289,1276059600,23.89,24.5,83,1014,3.59,172,0,78,0,0,142,[]
188,09-06-2010,31.5366,-95.6806,1276059600,24.68,25.48,87,1014,2.26,165,0,79,0,0,94,[]
189,10-06-2010,31.5366,-95.6806,1276146000,24.04,24.98,95,1013,4.35,149,0,95,0,0,94,[]
190,10-06-2010,32.3548,-96.082,1276146000,22.97,23.8,95,1013,2.66,159,0,99,0.26,0,117,[]
191,10-06-2010,31.7968,-96.9877,1276146000,23.61,24.48,94,1013,1.58,107,0,98,2.45,0,169,[]
192,10-06-2010,32.3407,-95.3779,1276146000,22.97,23.75,93,1013,3.6,130,0,100,0.3,0,150,[]
193,10-06-2010,31.7364,-97.0374,1276146000,23.52,24.38,94,1013,1.58,107,0,98,2.45,0,161,[]
194,10-06-2010,32.3075,-96.1551,1276146000,23.1,23.92,94,1013,1.75,149,0,100,0.21,0,99,[]
195,10-06-2010,31.7318,-96.6769,1276146000,23.61,24.48,94,1013,1.71,131,0,98,2.96,0,172,[]
196,10-06-2010,31.9006,-96.7291,1276146000,23.63,24.48,93,1013,1.53,112,0,98,1.27,0,154,[]
197,10-06-2010,32.3667,-95.3263,1276146000,22.88,23.65,93,1013,3.6,130,0,100,0.3,0,162,[]
198,10-06-2010,32.3928,-95.3613,1276146000,23.09,23.88,93,1013,3.6,130,0,100,0.3,0,132,[]
199,10-06-2010,32.5241,-95.4163,1276146000,22.67,23.42,93,1013,3.6,130,0,100,0.22,0,172,[]
200,10-06-2010,32.3847,-95.338,1276146000,22.93,23.71,93,1013,3.6,130,0,100,0.3,0,155,[]
201,10-06-2010,32.3162,-95.356,1276146000,22.98,23.76,93,1013,3.6,130,0,100,0.3,0,152,[]
202,10-06-2010,32.4243,-95.3751,1276146000,22.86,23.63,93,1013,3.6,130,0,100,0.3,0,169,[]
203,10-06-2010,32.1806,-95.4389,1276146000,23.31,24.12,93,1013,3.6,130,0,100,0.45,0,124,[]
204,10-06-2010,32.3812,-95.3394,1276146000,22.93,23.71,93,1013,3.6,130,0,100,0.3,0,156,[]
205,10-06-2010,32.3829,-95.3407,1276146000,22.93,23.71,93,1013,3.6,130,0,100,0.3,0,155,[]
206,10-06-2010,32.5355,-95.4575,1276146000,22.96,23.82,96,1013,2.67,154,0,100,0.22,0,124,[]
207,10-06-2010,32.5427,-95.4492,1276146000,23.01,23.87,96,1013,2.67,154,0,100,0.22,0,109,[]
208,10-06-2010,32.4266,-95.3998,1276146000,23.02,23.81,93,1013,3.6,130,0,100,0.3,0,149,[]
209,10-06-2010,32.5272,-94.9851,1276146000,22.68,23.61,100,1014,2.1,160,0,40,0,0,91,[]
210,10-06-2010,32.5385,-94.9477,1276146000,22.54,23.46,100,1014,2.1,160,0,40,0,0,105,[]
211,10-06-2010,31.8695,-95.8228,1276146000,23.42,24.43,100,1013,2.6,290,0,96,0.39,0,113,[]
212,10-06-2010,32.54,-94.7791,1276146000,22.49,23.41,100,1014,0,0,0,100,1.37,0,118,[]
213,10-06-2010,32.4522,-96.0572,1276146000,22.95,23.81,96,1013,2.24,161,0,100,0.21,0,125,[]
214,10-06-2010,32.518,-95.4245,1276146000,22.67,23.42,93,1013,3.6,130,0,100,0.22,0,162,[]
215,10-06-2010,32.5367,-94.8326,1276146000,22.48,23.32,97,1014,2.76,154,0,100,1.37,0,122,[]
216,10-06-2010,32.6065,-94.8779,1276146000,22.23,23.12,100,1014,2.1,160,0,40,0,0,156,[]
217,10-06-2010,32.5909,-95.1155,1276146000,22.66,23.59,100,1014,2.1,160,0,40,0,0,128,[]
218,10-06-2010,32.1342,-95.1119,1276146000,23.12,23.97,95,1014,3.22,152,0,100,0.85,0,127,[]
219,10-06-2010,32.1062,-95.2084,1276146000,23.1,23.95,95,1013,3.49,150,0,99,0.47,0,126,[]
220,10-06-2010,32.0896,-95.1282,1276146000,23.19,24.05,95,1013,3.49,150,0,99,0.47,0,117,[]
221,10-06-2010,32.5215,-95.4176,1276146000,22.67,23.42,93,1013,3.6,130,0,100,0.22,0,169,[]
222,10-06-2010,32.5473,-95.4218,1276146000,22.8,23.64,96,1013,2.67,154,0,100,0.22,0,147,[]
223,10-06-2010,32.643,-94.8332,1276146000,22.6,23.53,100,1014,2.1,160,0,40,0,0,119,[]
224,10-06-2010,32.5332,-95.4465,1276146000,22.84,23.69,96,1013,2.67,154,0,100,0.22,0,146,[]
225,10-06-2010,33.2422,-95.2453,1276146000,22.59,23.46,98,1013,2.05,160,0,100,0.35,0,119,[]
226,10-06-2010,33.1824,-94.9844,1276146000,22.47,23.33,98,1014,1.5,110,0,75,0.33,0,131,[]
227,10-06-2010,33.1968,-94.6644,1276146000,22.34,23.16,97,1014,2.28,148,0,100,0.91,0,116,[]
228,11-06-2010,30.5528,-102.9151,1276232400,25.1,25.36,65,1007,5.4,157,0,12,0,0,1204,[]
229,13-06-2010,36.2282,-101.2212,1276405200,25.26,25.59,67,1011,4.28,139,0,56,0,0,946,[]
230,13-06-2010,36.2507,-101.4244,1276405200,22.75,22.91,70,1011,4.55,141,0,24,0,0,974,[]
231,13-06-2010,36,-100.95,1276405200,26.29,26.29,57,1010,10.8,150,14.4,40,0,0,821,[]
232,13-06-2010,30.88,-102.87,1276405200,28.91,30.59,58,1008,12.4,160,18,0,0,0,901,[]
233,14-06-2010,32.73,-101.95,1276491600,26.85,28.24,65,1011,5.78,172,0,0,0,0,906,[]
234,14-06-2010,31.85,-102.37,1276491600,27.73,29.06,60,1011,6.2,180,0,0,0,0,889,[]
235,15-06-2010,32.75,-100.36,1276578000,20.76,21.5,100,1011,0.61,344,0,99,0,0,587,[]
236,27-06-2010,34.1243,-101.3077,1277614800,25.3,25.24,52,1008,4.67,184,0,27,0,0,968,[]
237,28-06-2010,34.1243,-101.3077,1277701200,20.08,20.52,91,1010,1.11,69,0,100,0.16,0,968,[]
238,28-06-2010,31.1336,-97.801,1277701200,30.05,35.16,70,1009,5.1,150,0,0,0,0,290,[]
239,28-06-2010,29.5427,-98.4523,1277701200,26.88,28.35,66,1010,4.6,140,0,75,0,0,232,[]
240,29-06-2010,33.0185,-97.9905,1277787600,23.05,23.84,93,1013,2.31,35,0,98,0.37,0,381,[]
241,29-06-2010,32,-102.08,1277787600,22.22,22.4,73,1015,5.7,70,0,100,0,0,850,[]
242,29-06-2010,32.2583,-101.4984,1277787600,22.34,22.69,79,1015,2.9,93,0,64,0,0,735,[]
